gameId,playId,start_frame,end_frame
2022091102,86,6,52
2022091102,322,6,42
2022091102,343,6,46
2022091102,467,6,41
2022091102,531,6,69
2022091102,698,6,54
2022091102,800,6,51
2022091102,900,6,52
2022091102,921,6,48
2022091102,989,6,51
2022091102,1029,6,50
2022091102,1050,6,53
2022091102,1107,6,64
2022091102,1162,6,53
2022091102,1363,6,65
2022091102,1472,6,46
2022091102,1588,6,68
2022091102,1794,6,56
2022091102,1837,6,55
2022091102,1869,6,50
2022091102,1954,6,45
2022091102,2281,6,59
2022091102,2352,6,63
2022091102,2394,6,55
2022091102,2415,6,44
2022091102,2511,6,55
2022091102,2618,6,43
2022091102,2717,6,48
2022091102,2783,6,63
2022091102,2945,6,54
2022091102,3022,6,63
2022091102,3043,6,56
2022091102,3381,6,59
2022091102,3428,6,48
2022091102,3470,6,44
2022091102,3502,6,40
2022091102,3523,6,40
2022091102,3943,6,58
2022091102,3981,6,37
2022091102,4019,6,69
2022091103,253,6,56
2022091103,274,6,50
2022091103,319,6,52
2022091103,520,6,49
2022091103,611,6,55
2022091103,632,6,49
2022091103,743,6,37
2022091103,764,6,46
2022091103,881,6,43
2022091103,955,6,53
2022091103,1037,6,28
2022091103,1150,6,42
2022091103,1315,6,43
2022091103,1363,6,56
2022091103,1384,6,48
2022091103,1493,6,37
2022091103,1589,6,54
2022091103,1610,6,40
2022091103,1672,6,69
2022091103,1700,6,43
2022091103,1926,6,49
2022091103,1947,6,43
2022091103,2037,6,64
2022091103,2201,6,54
2022091103,2222,6,42
2022091103,2315,6,53
2022091103,2511,6,44
2022091103,2611,6,55
2022091103,2719,6,56
2022091103,2955,6,41
2022091103,3011,6,62
2022091103,3105,6,53
2022091103,3294,6,41
2022091103,3464,6,34
2022091103,3613,6,42
2022091103,4154,6,52
2022091103,4279,6,35
2022091103,4353,6,58
2022091103,4462,6,58
2022091104,86,6,90
2022091104,107,6,49
2022091104,128,6,47
2022091104,217,6,50
2022091104,267,6,37
2022091104,288,6,50
2022091104,488,6,49
2022091104,604,6,42
2022091104,999,6,46
2022091104,1094,6,50
2022091104,1115,6,40
2022091104,1207,6,74
2022091104,1460,6,50
2022091104,1481,6,44
2022091104,1660,6,35
2022091104,1713,6,39
2022091104,1826,6,41
2022091104,1917,6,54
2022091104,1986,6,49
2022091104,2007,6,37
2022091104,2047,6,46
2022091104,2109,6,44
2022091104,2269,6,47
2022091104,2447,6,33
2022091104,2516,6,50
2022091104,2537,6,51
2022091104,2604,6,71
2022091104,2662,6,39
2022091104,2683,6,39
2022091104,2760,6,33
2022091104,2781,6,67
2022091104,2807,6,37
2022091104,2974,6,41
2022091104,3016,6,44
2022091104,3232,6,32
2022091104,3286,6,39
2022091104,3502,6,33
2022091104,3596,6,39
2022091104,3709,6,71
2022091104,3980,6,42
2022091104,4025,6,41
2022091104,4176,6,37
2022091104,4292,6,56
2022091104,4313,6,40
2022091104,4334,6,77
2022091104,4372,6,54
2022091104,4410,6,52
2022091104,4448,6,45
2022091105,56,6,52
2022091105,101,6,74
2022091105,166,6,74
2022091105,228,6,40
2022091105,273,6,56
2022091105,294,6,58
2022091105,358,6,43
2022091105,403,6,70
2022091105,424,6,51
2022091105,527,6,67
2022091105,667,6,71
2022091105,711,6,51
2022091105,818,6,39
2022091105,889,6,43
2022091105,1008,6,41
2022091105,1029,6,48
2022091105,1050,6,35
2022091105,1093,6,39
2022091105,1194,6,51
2022091105,1215,6,56
2022091105,1236,6,56
2022091105,1309,6,46
2022091105,1330,6,43
2022091105,1351,6,38
2022091105,1480,6,45
2022091105,1742,6,40
2022091105,1913,6,58
2022091105,1996,6,36
2022091105,2021,6,45
2022091105,2100,6,63
2022091105,2132,6,70
2022091105,2153,6,57
2022091105,2303,6,53
2022091105,2404,6,48
2022091105,2616,6,39
2022091105,2697,6,53
2022091105,2796,6,48
2022091105,3118,6,44
2022091105,3293,6,38
2022091105,3345,6,59
2022091105,3366,6,47
2022091105,3413,6,35
2022091105,3461,6,60
2022091105,3482,6,47
2022091105,3503,6,53
2022091105,3524,6,38
2022091105,3649,6,52
2022091105,3670,6,51
2022091105,3691,6,60
2022091105,3712,6,63
2022091105,3812,6,47
2022091105,3911,6,50
2022091105,4352,6,51
2022091105,4512,6,49
2022091105,4557,6,54
2022091105,4578,6,35
2022091105,4794,6,37
2022091106,83,6,53
2022091106,154,6,61
2022091106,175,6,53
2022091106,338,6,56
2022091106,359,6,54
2022091106,466,6,43
2022091106,499,6,38
2022091106,586,6,45
2022091106,607,6,58
2022091106,904,6,41
2022091106,1019,6,38
2022091106,1218,6,57
2022091106,1297,6,50
2022091106,1380,6,41
2022091106,1425,6,43
2022091106,1798,6,43
2022091106,1874,6,52
2022091106,1919,6,55
2022091106,1945,6,50
2022091106,2090,6,48
2022091106,2116,6,37
2022091106,2170,6,42
2022091106,2384,6,46
2022091106,2429,6,42
2022091106,2539,6,52
2022091106,2605,6,44
2022091106,2626,6,40
2022091106,2767,6,40
2022091106,2935,6,56
2022091106,3002,6,37
2022091106,3277,6,40
2022091106,3361,6,47
2022091106,3399,6,54
2022091107,68,6,76
2022091107,115,6,45
2022091107,275,6,45
2022091107,330,6,46
2022091107,391,6,43
2022091107,469,6,50
2022091107,490,6,48
2022091107,660,6,57
2022091107,723,6,50
2022091107,959,6,45
2022091107,1099,6,46
2022091107,1144,6,50
2022091107,1378,6,64
2022091107,1696,6,46
2022091107,1717,6,65
2022091107,1803,6,41
2022091107,1841,6,37
2022091107,1994,6,51
2022091107,2049,6,61
2022091107,2113,6,51
2022091107,2340,6,59
2022091107,2361,6,51
2022091107,2457,6,49
2022091107,2530,6,40
2022091107,2551,6,62
2022091107,2659,6,59
2022091107,2680,6,69
2022091107,3026,6,62
2022091107,3163,6,58
2022091107,3742,6,51
2022091108,62,6,36
2022091108,150,6,48
2022091108,195,6,49
2022091108,494,6,43
2022091108,515,6,47
2022091108,676,6,48
2022091108,751,6,44
2022091108,839,6,41
2022091108,947,6,41
2022091108,968,6,64
2022091108,994,6,47
2022091108,1039,6,44
2022091108,1089,6,57
2022091108,1196,6,37
2022091108,1333,6,64
2022091108,1378,6,38
2022091108,1440,6,40
2022091108,1509,6,58
2022091108,1552,6,48
2022091108,1639,6,57
2022091108,1853,6,44
2022091108,1874,6,49
2022091108,1948,6,107
2022091108,1974,6,54
2022091108,1995,6,45
2022091108,2027,6,41
2022091108,2098,6,49
2022091108,2119,6,42
2022091108,2321,6,60
2022091108,2377,6,53
2022091108,2473,6,44
2022091108,2615,6,38
2022091108,2636,6,38
2022091108,2724,6,64
2022091108,2962,6,33
2022091108,3084,6,58
2022091108,3132,6,44
2022091108,3177,6,65
2022091108,3297,6,51
2022091108,3366,6,70
2022091108,3417,6,46
2022091108,3502,6,50
2022091108,3523,6,44
2022091108,3561,6,39
2022091109,187,6,73
2022091109,462,6,42
2022091109,539,6,35
2022091109,656,6,40
2022091109,888,6,36
2022091109,957,6,43
2022091109,1198,6,50
2022091109,1266,6,30
2022091109,1499,6,56
2022091109,1636,6,45
2022091109,1729,6,54
2022091109,2267,6,44
2022091109,2383,6,42
2022091109,2404,6,43
2022091109,2558,6,39
2022091109,2614,6,42
2022091109,2726,6,51
2022091109,2803,6,42
2022091109,2941,6,49
2022091109,3116,6,39
2022091109,3156,6,43
2022091109,3208,6,39
2022091109,3678,6,82
2022091109,3752,6,44
2022091109,3986,6,41
2022091109,4096,6,46
2022091109,4117,6,37
2022091109,4155,6,34
2022091109,4474,6,48
2022091109,4512,6,52
2022091110,55,6,68
2022091110,102,6,50
2022091110,123,6,75
2022091110,219,6,46
2022091110,460,6,38
2022091110,729,6,55
2022091110,823,6,52
2022091110,942,6,65
2022091110,994,6,42
2022091110,1047,6,62
2022091110,1092,6,40
2022091110,1312,6,49
2022091110,1494,6,49
2022091110,1539,6,41
2022091110,1623,6,61
2022091110,1695,6,43
2022091110,2266,6,31
2022091110,2609,6,45
2022091110,2677,6,56
2022091110,2765,6,68
2022091110,3050,6,80
2022091110,3071,6,41
2022091110,3140,6,54
2022091110,3185,6,66
2022091110,3331,6,57
2022091110,3357,6,46
2022091110,3378,6,39
2022091110,3423,6,62
2022091110,3471,6,58
2022091110,3578,6,68
2022091110,3674,6,46
2022091110,3767,6,13
2022091110,3797,6,82
2022091110,3821,6,45
2022091110,3842,6,31
2022091110,3879,6,43
2022091111,100,6,43
2022091111,121,6,41
2022091111,166,6,44
2022091111,187,6,36
2022091111,430,6,47
2022091111,499,6,54
2022091111,566,6,45
2022091111,730,6,43
2022091111,818,6,46
2022091111,878,6,43
2022091111,1172,6,46
2022091111,1286,6,48
2022091111,1440,6,40
2022091111,1525,6,42
2022091111,1612,6,50
2022091111,1706,6,60
2022091111,1819,6,84
2022091111,1925,6,49
2022091111,1999,6,51
2022091111,2044,6,42
2022091111,2113,6,49
2022091111,2236,6,60
2022091111,2257,6,58
2022091111,2278,6,46
2022091111,2522,6,50
2022091111,2543,6,51
2022091111,2725,6,40
2022091111,2849,6,69
2022091111,2901,6,53
2022091111,2967,6,69
2022091111,2988,6,52
2022091111,3097,6,49
2022091111,3319,6,61
2022091111,3554,6,64
2022091111,3592,6,65
2022091111,3630,6,36
2022091112,86,6,55
2022091112,573,6,46
2022091112,1144,6,46
2022091112,1165,6,46
2022091112,1260,6,41
2022091112,1458,6,50
2022091112,1501,6,52
2022091112,1539,6,56
2022091112,1994,6,39
2022091112,2072,6,51
2022091112,2225,6,48
2022091112,2246,6,91
2022091112,2294,6,56
2022091112,2370,6,42
2022091112,2475,6,56
2022091112,2501,6,65
2022091112,2640,6,51
2022091112,2886,6,53
2022091112,2931,6,62
2022091112,2981,6,48
2022091112,3002,6,59
2022091112,3029,6,58
2022091112,3416,6,77
2022091112,3454,6,52
2022091112,3492,6,38
2022091112,3530,6,41
2022091112,3551,6,41
2022091112,3589,6,44
2022091112,3627,6,63
2022091113,89,6,45
2022091113,110,6,68
2022091113,179,6,50
2022091113,200,6,48
2022091113,246,6,45
2022091113,291,6,48
2022091113,444,6,50
2022091113,489,6,61
2022091113,510,6,67
2022091113,531,6,44
2022091113,586,6,59
2022091113,756,6,64
2022091113,803,6,78
2022091113,902,6,74
2022091113,1017,6,44
2022091113,1038,6,39
2022091113,1080,6,40
2022091113,1125,6,45
2022091113,1170,6,53
2022091113,1196,6,45
2022091113,1318,6,42
2022091113,1415,6,55
2022091113,1436,6,45
2022091113,1545,6,45
2022091113,1984,6,48
2022091113,2009,6,61
2022091113,2180,6,47
2022091113,2201,6,55
2022091113,2262,6,46
2022091113,2356,6,53
2022091113,2377,6,53
2022091113,2398,6,51
2022091113,2494,6,56
2022091113,2790,6,52
2022091113,2890,6,40
2022091113,2933,6,57
2022091113,3009,6,54
2022091113,3113,6,68
2022091113,3173,6,42
2022091113,3211,6,46
2022091113,3237,6,66
2022091113,3642,6,63
2022091113,3684,6,37
2022091200,64,6,51
2022091200,180,6,47
2022091200,315,6,54
2022091200,375,6,63
2022091200,446,6,53
2022091200,601,6,41
2022091200,622,6,60
2022091200,643,6,53
2022091200,741,6,59
2022091200,810,6,53
2022091200,910,6,44
2022091200,983,6,42
2022091200,1092,6,69
2022091200,1164,6,49
2022091200,1299,6,53
2022091200,1433,6,56
2022091200,1642,6,55
2022091200,1967,6,47
2022091200,1988,6,46
2022091200,2067,6,62
2022091200,2292,6,42
2022091200,2370,6,55
2022091200,2479,6,43
2022091200,2613,6,53
2022091200,2667,6,40
2022091200,2712,6,27
2022091200,2830,6,41
2022091200,2944,6,37
2022091200,3077,6,55
2022091200,3173,6,61
2022091200,3553,6,59
2022091200,3685,6,54
2022091500,55,6,48
2022091500,76,6,47
2022091500,303,6,63
2022091500,348,6,59
2022091500,538,6,52
2022091500,651,6,72
2022091500,720,6,51
2022091500,776,6,50
2022091500,923,6,42
2022091500,996,6,41
2022091500,1258,6,45
2022091500,1279,6,72
2022091500,1341,6,48
2022091500,1410,6,68
2022091500,1431,6,46
2022091500,1511,6,45
2022091500,1577,6,53
2022091500,1842,6,43
2022091500,1887,6,43
2022091500,1983,6,58
2022091500,2004,6,50
2022091500,2025,6,56
2022091500,2046,6,48
2022091500,2415,6,41
2022091500,2530,6,56
2022091500,2831,6,44
2022091500,3011,6,43
2022091500,3224,6,44
2022091500,3245,6,45
2022091500,3329,6,43
2022091500,3374,6,42
2022091500,3536,6,49
2022091500,3626,6,108
2022091500,3658,6,57
2022091800,96,6,66
2022091800,165,6,55
2022091800,253,6,62
2022091800,317,6,39
2022091800,384,6,53
2022091800,405,6,51
2022091800,471,6,35
2022091800,492,6,53
2022091800,645,6,40
2022091800,724,6,51
2022091800,745,6,34
2022091800,883,6,47
2022091800,1188,6,43
2022091800,1401,6,58
2022091800,1621,6,44
2022091800,1852,6,64
2022091800,2034,6,48
2022091800,2122,6,52
2022091800,2172,6,79
2022091800,2555,6,44
2022091800,2581,6,36
2022091800,2925,6,39
2022091800,3137,6,48
2022091800,3398,6,57
2022091800,3502,6,41
2022091800,3684,6,44
2022091800,3898,6,70
2022091801,63,6,64
2022091801,84,6,60
2022091801,271,6,46
2022091801,313,6,73
2022091801,405,6,49
2022091801,480,6,70
2022091801,501,6,49
2022091801,524,6,51
2022091801,688,6,66
2022091801,755,6,42
2022091801,859,6,72
2022091801,885,6,63
2022091801,1003,6,59
2022091801,1112,6,65
2022091801,1133,6,43
2022091801,1183,6,38
2022091801,1391,6,49
2022091801,1433,6,61
2022091801,1488,6,49
2022091801,1568,6,60
2022091801,1711,6,45
2022091801,2022,6,65
2022091801,2138,6,63
2022091801,2197,6,51
2022091801,2439,6,49
2022091801,2550,6,74
2022091801,2635,6,43
2022091801,2716,6,66
2022091801,3016,6,61
2022091801,3061,6,59
2022091801,3082,6,53
2022091801,3127,6,72
2022091801,3151,6,48
2022091801,3208,6,75
2022091801,3395,6,71
2022091801,3416,6,77
2022091801,3439,6,45
2022091801,3462,6,50
2022091801,3659,6,39
2022091801,3680,6,47
2022091801,3741,6,46
2022091801,3769,6,67
2022091801,3799,6,72
2022091802,203,6,51
2022091802,269,6,57
2022091802,295,6,52
2022091802,345,6,55
2022091802,497,6,71
2022091802,567,6,96
2022091802,588,6,51
2022091802,618,6,55
2022091802,683,6,44
2022091802,796,6,58
2022091802,880,6,52
2022091802,901,6,49
2022091802,1034,6,53
2022091802,1055,6,40
2022091802,1233,6,49
2022091802,1282,6,58
2022091802,1327,6,55
2022091802,1348,6,45
2022091802,1670,6,44
2022091802,1756,6,48
2022091802,2064,6,48
2022091802,2215,6,43
2022091802,2238,6,42
2022091802,2330,6,73
2022091802,2430,6,47
2022091802,2516,6,41
2022091802,2585,6,44
2022091802,2881,6,44
2022091802,2969,6,38
2022091802,3136,6,33
2022091802,3194,6,54
2022091802,3241,6,38
2022091802,3419,6,42
2022091802,3624,6,41
2022091802,3645,6,36
2022091802,3747,6,46
2022091803,81,6,45
2022091803,219,6,40
2022091803,240,6,46
2022091803,320,6,40
2022091803,474,6,35
2022091803,495,6,56
2022091803,526,6,39
2022091803,547,6,46
2022091803,655,6,39
2022091803,795,6,36
2022091803,883,6,42
2022091803,972,6,38
2022091803,1017,6,43
2022091803,1099,6,85
2022091803,1154,6,51
2022091803,1324,6,42
2022091803,1345,6,40
2022091803,1766,6,49
2022091803,1840,6,53
2022091803,1890,6,41
2022091803,2021,6,46
2022091803,2153,6,44
2022091803,2300,6,49
2022091803,2321,6,44
2022091803,2342,6,35
2022091803,2506,6,61
2022091803,2592,6,66
2022091803,2853,6,35
2022091803,3017,6,44
2022091803,3104,6,50
2022091803,3125,6,45
2022091803,3200,6,65
2022091803,3268,6,46
2022091803,3289,6,52
2022091803,3374,6,39
2022091803,3396,6,49
2022091803,3424,6,55
2022091803,3445,6,52
2022091803,3473,6,64
2022091803,3494,6,39
2022091804,80,6,68
2022091804,112,6,55
2022091804,197,6,49
2022091804,378,6,63
2022091804,450,6,64
2022091804,531,6,47
2022091804,606,6,51
2022091804,678,6,42
2022091804,699,6,53
2022091804,764,6,47
2022091804,881,6,44
2022091804,960,6,39
2022091804,985,6,52
2022091804,1126,6,42
2022091804,1293,6,49
2022091804,1450,6,61
2022091804,1609,6,48
2022091804,2021,6,53
2022091804,2214,6,56
2022091804,2276,6,45
2022091804,2371,6,51
2022091804,2547,6,34
2022091804,2742,6,58
2022091804,2826,6,50
2022091804,2847,6,44
2022091804,2868,6,44
2022091804,2905,6,61
2022091804,2926,6,45
2022091804,2966,6,46
2022091804,3018,6,54
2022091804,3126,6,49
2022091804,3180,6,42
2022091804,3308,6,49
2022091804,3355,6,64
2022091804,3388,6,43
2022091804,4065,6,48
2022091804,4086,6,65
2022091804,4245,6,42
2022091804,4266,6,45
2022091804,4294,6,47
2022091805,79,6,50
2022091805,182,6,41
2022091805,203,6,70
2022091805,465,6,46
2022091805,580,6,48
2022091805,697,6,55
2022091805,718,6,48
2022091805,823,6,65
2022091805,954,6,64
2022091805,1102,6,33
2022091805,1296,6,64
2022091805,1317,6,42
2022091805,1402,6,59
2022091805,1542,6,57
2022091805,1563,6,56
2022091805,1584,6,57
2022091805,1869,6,47
2022091805,2088,6,45
2022091805,2133,6,61
2022091805,2292,6,50
2022091805,2318,6,44
2022091805,2592,6,55
2022091805,2613,6,51
2022091805,2675,6,43
2022091805,2696,6,46
2022091805,2855,6,93
2022091805,2876,6,41
2022091805,3046,6,61
2022091805,3127,6,98
2022091805,3181,6,54
2022091805,3313,6,59
2022091805,3334,6,50
2022091805,3379,6,47
2022091805,3424,6,63
2022091805,3466,6,61
2022091805,3487,6,37
2022091805,3752,6,40
2022091805,3803,6,48
2022091805,3824,6,36
2022091805,3880,6,44
2022091806,57,6,52
2022091806,208,6,46
2022091806,253,6,58
2022091806,346,6,47
2022091806,367,6,36
2022091806,512,6,49
2022091806,664,6,44
2022091806,685,6,41
2022091806,811,6,69
2022091806,863,6,54
2022091806,889,6,55
2022091806,929,6,36
2022091806,950,6,42
2022091806,1119,6,43
2022091806,1140,6,66
2022091806,1303,6,69
2022091806,1470,6,36
2022091806,1515,6,55
2022091806,2013,6,39
2022091806,2058,6,61
2022091806,2103,6,65
2022091806,2146,6,48
2022091806,2323,6,52
2022091806,2645,6,46
2022091806,2690,6,57
2022091806,2810,6,66
2022091806,2884,6,57
2022091806,2905,6,39
2022091806,3030,6,48
2022091806,3086,6,48
2022091806,3222,6,42
2022091806,3338,6,70
2022091806,3398,6,57
2022091806,3490,6,40
2022091806,3511,6,69
2022091806,3588,6,60
2022091806,3609,6,58
2022091806,3630,6,57
2022091806,3651,6,40
2022091806,3679,6,55
2022091806,3707,6,39
2022091807,80,6,43
2022091807,101,6,73
2022091807,170,6,39
2022091807,212,6,43
2022091807,262,6,51
2022091807,369,6,41
2022091807,462,6,44
2022091807,488,6,64
2022091807,533,6,51
2022091807,735,6,47
2022091807,756,6,46
2022091807,797,6,45
2022091807,818,6,50
2022091807,926,6,49
2022091807,973,6,42
2022091807,994,6,48
2022091807,1030,6,40
2022091807,1083,6,62
2022091807,1128,6,62
2022091807,1154,6,49
2022091807,1196,6,39
2022091807,1241,6,66
2022091807,1374,6,48
2022091807,1926,6,60
2022091807,1995,6,59
2022091807,2016,6,40
2022091807,2068,6,45
2022091807,2272,6,41
2022091807,2396,6,46
2022091807,2417,6,53
2022091807,2666,6,40
2022091807,2706,6,59
2022091807,2775,6,59
2022091807,2881,6,68
2022091807,2902,6,40
2022091807,3022,6,49
2022091807,3099,6,39
2022091807,3168,6,47
2022091807,3189,6,69
2022091807,3296,6,60
2022091807,3317,6,41
2022091807,3431,6,49
2022091807,3518,6,46
2022091807,3541,6,50
2022091807,3569,6,49
2022091808,56,6,43
2022091808,77,6,60
2022091808,122,6,46
2022091808,199,6,60
2022091808,220,6,34
2022091808,491,6,52
2022091808,586,6,46
2022091808,907,6,35
2022091808,1173,6,37
2022091808,1494,6,70
2022091808,1515,6,40
2022091808,1536,6,49
2022091808,2262,6,41
2022091808,2287,6,54
2022091808,2308,6,42
2022091808,2329,6,49
2022091808,2399,6,54
2022091808,2420,6,42
2022091808,2601,6,46
2022091808,2670,6,39
2022091808,2861,6,56
2022091808,2970,6,51
2022091808,3248,6,69
2022091808,3269,6,51
2022091808,3290,6,44
2022091808,3335,6,43
2022091808,3360,6,49
2022091808,3381,6,40
2022091808,3402,6,38
2022091808,3430,6,45
2022091808,3526,6,36
2022091809,56,6,52
2022091809,77,6,44
2022091809,122,6,48
2022091809,217,6,44
2022091809,238,6,44
2022091809,398,6,46
2022091809,630,6,51
2022091809,651,6,42
2022091809,795,6,24
2022091809,948,6,39
2022091809,969,6,54
2022091809,1035,6,34
2022091809,1189,6,34
2022091809,1360,6,53
2022091809,1386,6,46
2022091809,1407,6,46
2022091809,1463,6,49
2022091809,1956,6,44
2022091809,1977,6,54
2022091809,2169,6,41
2022091809,2293,6,46
2022091809,2316,6,47
2022091809,2424,6,43
2022091809,2445,6,44
2022091809,2466,6,53
2022091809,2487,6,37
2022091809,2614,6,38
2022091809,2701,6,55
2022091809,2748,6,53
2022091809,2814,6,42
2022091809,2835,6,50
2022091809,2947,6,60
2022091809,2968,6,50
2022091809,3158,6,49
2022091809,3203,6,44
2022091809,3224,6,41
2022091809,3362,6,54
2022091809,3451,6,38
2022091809,3501,6,40
2022091809,3939,6,65
2022091810,78,6,58
2022091810,99,6,51
2022091810,156,6,58
2022091810,215,6,52
2022091810,260,6,49
2022091810,475,6,28
2022091810,862,6,75
2022091810,934,6,59
2022091810,1168,6,43
2022091810,1272,6,51
2022091810,1298,6,45
2022091810,1338,6,56
2022091810,1470,6,54
2022091810,1515,6,65
2022091810,1800,6,53
2022091810,1884,6,37
2022091810,2004,6,73
2022091810,2118,6,58
2022091810,2221,6,43
2022091810,2490,6,62
2022091810,2511,6,59
2022091810,2560,6,54
2022091810,2605,6,49
2022091810,2665,6,55
2022091810,2764,6,85
2022091810,2785,6,49
2022091810,2809,6,44
2022091810,2830,6,63
2022091810,2943,6,56
2022091810,3033,6,50
2022091810,3277,6,69
2022091810,3435,6,58
2022091810,3528,6,60
2022091810,3646,6,43
2022091810,3667,6,75
2022091810,4009,6,56
2022091810,4060,6,77
2022091810,4081,6,55
2022091811,56,6,52
2022091811,120,6,42
2022091811,141,6,48
2022091811,162,6,31
2022091811,206,6,41
2022091811,227,6,62
2022091811,358,6,46
2022091811,434,6,37
2022091811,550,6,69
2022091811,571,6,35
2022091811,595,6,53
2022091811,748,6,57
2022091811,1031,6,64
2022091811,1076,6,64
2022091811,1435,6,65
2022091811,1581,6,58
2022091811,1602,6,39
2022091811,1649,6,71
2022091811,1688,6,52
2022091811,1733,6,31
2022091811,1950,6,59
2022091811,2087,6,38
2022091811,2294,6,61
2022091811,2327,6,42
2022091811,2418,6,54
2022091811,2524,6,56
2022091811,2545,6,72
2022091811,2631,6,51
2022091811,2676,6,33
2022091811,2892,6,85
2022091811,2937,6,45
2022091811,3100,6,54
2022091811,3169,6,45
2022091811,3377,6,34
2022091811,3428,6,64
2022091811,3449,6,51
2022091811,3470,6,38
2022091811,3652,6,46
2022091811,3673,6,46
2022091811,3858,6,54
2022091811,4201,6,49
2022091811,4345,6,44
2022091812,56,6,47
2022091812,88,6,49
2022091812,133,6,35
2022091812,200,6,60
2022091812,221,6,40
2022091812,405,6,40
2022091812,426,6,77
2022091812,504,6,60
2022091812,599,6,42
2022091812,620,6,62
2022091812,724,6,44
2022091812,769,6,58
2022091812,814,6,58
2022091812,1086,6,49
2022091812,1107,6,75
2022091812,1234,6,54
2022091812,1255,6,61
2022091812,1281,6,39
2022091812,1401,6,67
2022091812,1507,6,37
2022091812,1603,6,59
2022091812,1624,6,46
2022091812,1687,6,42
2022091812,1991,6,57
2022091812,2012,6,57
2022091812,2033,6,84
2022091812,2083,6,60
2022091812,2129,6,84
2022091812,2150,6,71
2022091812,2195,6,61
2022091812,2216,6,45
2022091812,2328,6,45
2022091812,2382,6,50
2022091812,2403,6,43
2022091812,2424,6,61
2022091812,2537,6,71
2022091812,2580,6,69
2022091812,2620,6,110
2022091812,2641,6,72
2022091812,2685,6,46
2022091812,2706,6,52
2022091812,2789,6,44
2022091812,2810,6,42
2022091812,2927,6,59
2022091812,2948,6,36
2022091812,2990,6,34
2022091812,3047,6,71
2022091812,3099,6,30
2022091812,3277,6,42
2022091812,3298,6,63
2022091812,3326,6,37
2022091900,93,6,56
2022091900,114,6,47
2022091900,438,6,66
2022091900,510,6,47
2022091900,588,6,57
2022091900,760,6,53
2022091900,856,6,52
2022091900,901,6,41
2022091900,944,6,47
2022091900,1066,6,42
2022091900,1116,6,41
2022091900,1372,6,51
2022091900,1507,6,46
2022091900,1528,6,39
2022091900,1592,6,44
2022091900,2046,6,38
2022091900,2067,6,35
2022091900,2425,6,32
2022091900,2781,6,44
2022091900,2828,6,67
2022091900,3168,6,67
2022091900,3189,6,38
2022091900,3302,6,50
2022091900,3466,6,51
2022091900,3487,6,59
2022091900,3508,6,50
2022091900,3577,6,50
2022091900,3644,6,43
2022091900,3671,6,44
2022091900,3692,6,59
2022091900,3732,6,52
2022091900,3753,6,59
2022091900,3825,6,83
